ID,PERGUNTAS,RESPOSTAS,CLASSES,AUTORES,COMENTARIOS
,O que distingue o random forest do bagging?,"O random forest nao faz a simplesmente a média das árvores, o processo de construção de uma floresta faz um ""bagging"" de variável do modelo,
 o que ajuda a diminuir a correlação entre as árvores.",conceito,,
,Quantas fases o algoritmo random forest possui?,"O random forest possui duas fases. a primeira é o período de formação de cada árvore, a segunda fase é o período de votação.",funcionamento ,,
,Qual o número de fases do random forest?,"O random forest possui duas fases. a primeira é o período de formação de cada árvore, a segunda fase é o período de votação.",funcionamento ,,
,Quantas sao as fases do Floresta aleatória?,"O random forest possui duas fases. a primeira é o período de formação de cada árvore, a segunda fase é o período de votação.",funcionamento ,,
,Em quantas fases o random forest é separado?,"O random forest possui duas fases. a primeira é o período de formação de cada árvore, a segunda fase é o período de votação.",funcionamento ,,
,O random forest é dividido em quantas fases?,"O random forest possui duas fases. a primeira é o período de formação de cada árvore, a segunda fase é o período de votação.",funcionamento ,,
,Como são as fases do random forest?,"a primeira fase consiste em treinar cada árvore de decisão. Os subconjuntos de dados são selecionados a partir do conjunto de dados de 
treinamento e definidos usando a estratégia bagging aleatória. a segunda fase consiste em classificar os dados de teste pela votação maioritária.",funcionamento ,,
,Quais as características das fases do random forest?,"a primeira fase consiste em treinar cada árvore de decisão. Os subconjuntos de dados são selecionados a partir do conjunto de dados de 
treinamento e definidos usando a estratégia bagging aleatória. a segunda fase consiste em classificar os dados de teste pela votação maioritária.",funcionamento ,,
,Quais as responsabilidades de cada uma das fases do random forest?,"a primeira fase consiste em treinar cada árvore de decisão. Os subconjuntos de dados são selecionados a partir do conjunto de dados de 
treinamento e definidos usando a estratégia bagging aleatória. a segunda fase consiste em classificar os dados de teste pela votação maioritária.",funcionamento ,,
,Qual a incumbencia de cada uma das fases do random forest?,"a primeira fase consiste em treinar cada árvore de decisão. Os subconjuntos de dados são selecionados a partir do conjunto de dados de 
treinamento e definidos usando a estratégia bagging aleatória. a segunda fase consiste em classificar os dados de teste pela votação maioritária.",funcionamento ,,
,Qual o escopo de cada uma das fases do random forest?,"a primeira fase consiste em treinar cada árvore de decisão. Os subconjuntos de dados são selecionados a partir do conjunto de dados de 
treinamento e definidos usando a estratégia bagging aleatória. a segunda fase consiste em classificar os dados de teste pela votação maioritária.",funcionamento ,,
,Quais as vantagens do random forest?," Pode ser utilizado para tarefas de classificação e de regressão
- algoritmos simples
- Flexível
- Possui a capacidade de lidar com um  grande número de variável de entrada.",funcionamento ,,
,Quais os benefícios apresentados pelo random forest?," Pode ser utilizado para tarefas de classificação e de regressão
- algoritmos simples
- Flexível
- Possui a capacidade de lidar com um  grande número de variável de entrada.",funcionamento ,,
,Por que usar o random forest?," Pode ser utilizado para tarefas de classificação e de regressão
- algoritmos simples
- Flexível
- Possui a capacidade de lidar com um  grande número de variável de entrada.",funcionamento ,,
,O que há de bom no random forest?,"Pode ser utilizado para tarefas de classificação e de regressão
- algoritmos simples
- Flexível
- Possui a capacidade de lidar com um  grande número de variável de entrada.",funcionamento ,,
,Quais os prós do algoritmo random forest?,"Pode ser utilizado para tarefas de classificação e de regressão
- algoritmos simples
- Flexível
- Possui a capacidade de lidar com um  grande número de variável de entrada.",funcionamento ,,
,Quais as desvantagens do random forest?,Difíceis de serem interpretados,funcionamento ,,
,Quais os contras do random forest?,Difíceis de serem interpretados,funcionamento ,,
,O que há de ruim no random forest?,Difíceis de serem interpretados,funcionamento ,,
,O que dificulta a utilização do random forest?,Difíceis de serem interpretados,funcionamento ,,
,O que há de ruim no random forest?,Difíceis de serem interpretados,funcionamento ,,
,Por que é uma vantagem o random forest poder ser utilizado tanto para tarefas de classificação quanto para regressão?,Pois os sistemas de aprendizagem de máquinas atuais são representados com tarefas de de classificação ou regressão,conceito,,
,"Qual o benefício de o random forest poder ser utilizado tanto para tarefas de classificação quanto 
para tarefas de regressão?",Pois os sistemas de aprendizagem de máquinas atuais são representados com tarefas de de classificação ou regressão,conceito,,
,"Qual o beneficio de poder utilizar o random forest tanto para tarefas de classificação quanto para 
tarefas de regressão?",Pois os sistemas de aprendizagem de máquinas atuais são representados com tarefas de de classificação ou regressão,conceito,,
,O random forest pode ser utilizado para quais tipos de tarefas?,Pois os sistemas de aprendizagem de máquinas atuais são representados com tarefas de de classificação ou regressão,conceito,,
,"além de poder ser utilizado para tarefas de regressão para qual outra tarefas o random forest pode 
ser utilizado?",Pois os sistemas de aprendizagem de máquinas atuais são representados com tarefas de de classificação ou regressão,conceito,,
,O que é o método bagging?,"O método ensemble bagging, utilizado para construção de cada árvore no random forest, consiste na criação de uma amostra retirada com 
substituição de um conjunto de treinamento. a decisão escolhida em um nó durante a montagem da árvore passa a ser, então, a melhor escolha de 
um subconjunto aleatório da amostra. a classificação elegida é aquela que for a mais votada dentre todos os subconjuntos. Utilizando-se a 
aleatoriedade para uma floresta, comparado a uma única árvore, há um aumento na polarização enquanto ocorre uma redução da variância devido 
ao cálculo da média.",funcionamento ,,
,Qual método é utilizado para a construção das árvores da florestas do random forest?,"O método ensemble bagging, utilizado para construção de cada árvore no random forest, consiste na criação de uma amostra retirada com 
substituição de um conjunto de treinamento. a decisão escolhida em um nó durante a montagem da árvore passa a ser, então, a melhor escolha de 
um subconjunto aleatório da amostra. a classificação elegida é aquela que for a mais votada dentre todos os subconjuntos. Utilizando-se a 
aleatoriedade para uma floresta, comparado a uma única árvore, há um aumento na polarização enquanto ocorre uma redução da variância devido 
ao cálculo da média.",funcionamento ,,
,Como funciona o método que cria as árvores da floresta do random forest?,"O método ensemble bagging, utilizado para construção de cada árvore no random forest, consiste na criação de uma amostra retirada com 
substituição de um conjunto de treinamento. a decisão escolhida em um nó durante a montagem da árvore passa a ser, então, a melhor escolha de 
um subconjunto aleatório da amostra. a classificação elegida é aquela que for a mais votada dentre todos os subconjuntos. Utilizando-se a 
aleatoriedade para uma floresta, comparado a uma única árvore, há um aumento na polarização enquanto ocorre uma redução da variância devido 
ao cálculo da média.",funcionamento ,,
,Como funciona o método bagging?,"O método ensemble bagging, utilizado para construção de cada árvore no random forest, consiste na criação de uma amostra retirada com 
substituição de um conjunto de treinamento. a decisão escolhida em um nó durante a montagem da árvore passa a ser, então, a melhor escolha de 
um subconjunto aleatório da amostra. a classificação elegida é aquela que for a mais votada dentre todos os subconjuntos. Utilizando-se a 
aleatoriedade para uma floresta, comparado a uma única árvore, há um aumento na polarização enquanto ocorre uma redução da variância devido 
ao cálculo da média.",funcionamento ,,
,Como o método bagging deve gerar as árvores da floresta?,"O método ensemble bagging, utilizado para construção de cada árvore no random forest, consiste na criação de uma amostra retirada com 
substituição de um conjunto de treinamento. a decisão escolhida em um nó durante a montagem da árvore passa a ser, então, a melhor escolha de 
um subconjunto aleatório da amostra. a classificação elegida é aquela que for a mais votada dentre todos os subconjuntos. Utilizando-se a 
aleatoriedade para uma floresta, comparado a uma única árvore, há um aumento na polarização enquanto ocorre uma redução da variância devido 
ao cálculo da média.",funcionamento ,,
